Title,Name,content
 suppression de l'E.N.A.,Jean-Michel FOURGOUS,tendant a la reforme culturelle des elites et notamment a la suppression de l'Ecole Nationale d'Administration
 suppression des allocations familiales,Georges MOTHRON,tendant a instaurer une peine de suppression des allocations familiales pour les parents d'enfants mineurs reconnus coupables d'actes de delinquance
 supprimant la couverture des frais afferents a l'IVG,Gilbert GANTIER,abrogeant la loi no 82-1172 du 31 decembre 1982 relative a la couverture des frais afferents a l'interruption volontaire de grossesse non therapeutique et aux modalites de financement de cette mesure
 supprimant l'inviolabilite des membres du Parlement,Louis DE BROISSIA,modifiant l'article 26 de la Constitution et tendant a supprimer l'inviolabilite dont beneficient les membres du Parlement
 supprimer les renseignements generaux,Georges SARRE,tendant a supprimer les renseignements generaux et a reaffirmer certaines libertes fondamentales
sur des PAC entre le 23/10 et le 06/11/1996,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur des propositions d'actes communautaires soumises par le Gouvernerment a l'Assemblee nationale du 23 octobre au 6 novembre 1996"
sur des PAC entre le 4 et le 23 octobre 1996,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur des propositions d'actes communautaires soumises par le Gouvernement a l'Assemblee nationale du 4 au 23 octobre 1996 (Nos E-707, E-708, E-710, E-711, E-713, E-714, E-716 et E-721) et sur les directives communautaires restant a transposer par la voie legislativ"
 surcompensation entre les regimes speciaux,Augustin BONREPAUX,  tendant a reduire le taux de surcompensation entre les regimes speciaux d'assurance vieillesse
 surendettement,Michel PÉRICARD,renforçant la protection des personnes surendettées en cas de saisie immobilière de leur résidence principale
 surete nucleaire,Claude BIRRAUX,relative a la surete nucleaire
 surete nucleaire,"Robert PANDRAUD, Monique Papon",sur la proposition de decision du Conseil approuvant la conclusion de la Convention sur la surete nucleaire par la communaute europeenne de l'energie atomique - COM (94) 362 final - E-302
 surfaces de vente d'automobiles,Éric DUBOC,tendant a completer l'article 29 de la loi du 27 decembre 1973 d'orientation du commerce et de l'artisanat et tendant a modifier le regime des autorisations d'implantation applicable aux surfaces de vente d'automobiles
 sursis d'incorporation,Georges GRUILLOT,"tendant a accorder a tous les jeunes poursuivant leurs etudes ou une formation, le benefice du report special d'incorporation"
 surtaxes percues par la SNCF,"André Fosset, Hervé Mariton",modifiant le regime des surtaxes locales temporaires percues par la Societe Nationale des Chemins de fer Francais
 surveillance des sites nucleaires civils,Martin MALVY,  tendant a la creation de commissions departementales d'information et de surveillance des sites nucleaires civils
 surveillance et le contrôle des banques,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement sur les modalites de surveillance et de controle des etablissements de credi"
 suspendant les prestations pour enfants delinquants,Guy TEISSIER,suspendant provisoirement ou definitivement la prise en compte de l'enfant mineur delinquant dans le calcul des prestations familiales
 suspension du permis de conduire,Bruno BOURG-BROC,tendant a abroger l'article L 18 du code de la route relatif a la suspension du permis de conduire
 syndicats intercommunaux d'electrification,Jean-Claude MIGNON,"modifiant l'article L. 163-16-1 du code des communes, en vue de permettre le retrait de communes membres de syndicats intercommunaux ou syndicats mixtes d'electrification"
 systeme commun de taxe sur la valeur ajoutee,"Robert PANDRAUD, Philippe Auberger",sur la proposition de directive du Conseil modifiant la directive 77/388/CEE relative au systeme commun de taxe sur la valeur ajoutee (niveau du taux normal) (COM(95) 731 final/no E-595)
 systeme commun de taxe sur la valeur ajoutee,Philippe AUBERGER,sur la proposition de decision du Conseil modifiant la directive 77/388/CEE relative au systeme commun de taxe sur la valeur ajoutee (niveau du taux normal) (COM(95) 731 fina
 systeme des ressources des Communautes,"Bernard CARAYON, François d'Aubert","sur la proposition de reglement (C.E.E. EURATOM) du Conseil modifiant le reglement du Conseil 1552/89 portant application de la decision 88/376/CEE, EURATOM relative au systeme des ressources propres des Communautes (no E-91)"
 systeme des ressources propres de la Communaute,,"Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la delegation de l'Assemblee nationale pour les communautes europeennes sur les propositions d'actes communautaires relatives aux ressources propres des communautes : - proposition de reglement (CEE, EURATOM) du Conseil modifiant le reglement (CEE, EURATOM) no 1552/89 du Conseil portant application de la decision 88/376/CEE, EURATOM, relative au systeme des ressources propres de la communaute (no E-146) - Proposition de decision du Conseil relative au systeme des ressources propres des communautes (no E-147"
 systeme des ressources propres des Communautes,"Philippe AUBERGER, Philippe Auberger","relative a la proposition de decision du Conseil concernant la discipline budgetaire, la proposition de reglement (CEE/EURATOM) du Conseil instituant un fonds de garantie, la proposition de reglement (CECA, CEE, EURATOM) du Conseil modifiant le reglement financier du 21 decembre 1977 applicable au budget general des Communautes europeennes et a la proposition de reglement (CEE, EURATOM) du Conseil modifiant le reglement (CEE, EURATOM) no 1552/89 portant application de la decision 88/376/CEE, EURATOM, relative au systeme des ressources propres des Communautes (no E-60)"
 systeme des ressources propres des communautes,"Bernard CARAYON, François d'Aubert","sur la proposition de reglement (CEE, EURATOM) du conseil modifiant le reglement (CEE, EURATOM) no 1552/89 du conseil portant application de la decision 88/376/CEE, EURATOM, relative au systeme des ressources propres de la communaute (no E-146)"
 systeme des ressources propres des communautes,"Bernard CARAYON, François d'Aubert",sur la proposition de decision du Conseil relative au systeme des ressources propres des Communautes (no E-147)
 systeme des ressources propres des Communautes europeennes,"René Trégouët, Aymeri de Montesquiou",autorisant l'approbation de la decision du Conseil de l'Union europeenne relative au systeme des ressources propres des Communautes europeennes adoptee a Luxembourg le 31 octobre 1994
 systemes de garantie des depots,"Philippe AUBERGER, Philippe Auberger",relative a la proposition de directive du conseil relative aux systemes de garantie des depots (E-237)
 systemes d'indemnisation des investisseurs,"Philippe AUBERGER, Philippe Auberger",relative a la proposition de directive du Conseil sur les systemes d'indemnisation des investisseurs (E-172)
 tarifs de produits industriels et agricoles,,"Rapport d'information déposé en application de l'article 145 du Règlement par la Mission d'information commune sur l'application de la loi quinquennale relative au travail, à l'emploi et à la formation professionnelle en conclusion des travaux de la mission d'information  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne, sur le systeme des preferences generalisees pour la periode 1995-1997 : - proposition de reglement (CE) du Conseil portant application d'un schema pluriannuel de preferences tarifaires generalisees pour la periode 1995-1997 a certains produits industriels originaires de pays en voie de developpement - proposition de reglement (CE) du Conseil prorogeant en 1995 l'application des reglements (CEE) no 3833/90, (CEE) no 3835/90 et CEE no 3900/91 portant application de preferences tarifaires generalisees a certains produits agricoles originaires de pays en voie de developpement - (Document E-303"
 tarifs de produits industriels et agricoles,"Patrick HOGUET, Patrick Hoguet","sur le systeme des preferences generalisees pour la periode 1995-1997 : - proposition de reglement (CE) du Conseil portant application d'un schema pluriannuel de preferences tarifaires generalisees pour la periode 1995-1997 a certains produits industriels originaires de pays en voie de developpement - Proposition de reglement (CE) du Conseil prorogeant en 1995 l'application des reglements (CEE) no 3833/90, (CEE) no 3835/90 et (CEE) no 3900/91 portant application de preferences tarifaires generalisees a certains produits agricoles originaires de pays en voie de developpement - COM (94) 337 final - E-303"
 tarifs des ecoles de musique et de danse,Pierre GARMENDIA,  tendant a permettre aux communes de pratiquer des tarifs differencies selon les ressources des usagers pour l'acces aux ecoles de musique et de danse
 tarifs des ecoles municipales de musique et de danse,Patrick BRAOUEZEC,  tendant a reconnaitre aux communes le droit de moduler les tarifs des ecoles municipales de musique et de danse en fonction des ressources des usagers
 tatouage des animaux domestiques,Patrick BALKANY,"tendant a rendre obligatoire le tatouage des animaux domestiques carnivores, prevenir les vols et rapts, la reproduction sauvage et ameliorer leur protection"
 tatouage des carnivores domestiques en France,Michel FANGET,visant a rendre obligatoire l'identification par tatouage de tous les carnivores domestiques de France
 taux de compensation du F.C.T.V.A,François MATHIEU,visant a abroger l'article 53 de la loi de finances pour 1994 ayant diminue le taux de compensation du F.C.T.V.A.
 taux de la pension de reversion,Robert HUGUENARD,tendant a majorer le taux de la pension de reversion
 taux de TVA,"Philippe AUBERGER, Philippe Auberger","tendant a relever de 18,60 % a 20,60 % le taux normal de la taxe sur la valeur ajoutee a compter du 1er Aout 1995"
 taux de TVA applicable au disque,Bernard SERROU,tendant a reduire le taux de TVA applicable au disque
 taux du SMIC,Hélène LUC,tendant a porter le salaire minimum de croissance a 7500 F
 taux du SMIC,Jacques BRUNHES,tendant a porter le salaire minimum de croissance a 7500 F
 taux minimum des pensions de retraite agricoles,Frédéric DE SAINT-SERNIN,tendant a creer un taux minimum des pensions de retraite servies aux agriculteurs affilies au regime agricole
 taxation des mouvements de capitaux,Georges HAGE,  relative a la taxation des mouvements de capitaux
 taxation des plus-values des navires de commerce,Ambroise GUELLEC,relative a l'amenagement de la taxation des plus-values resultant de la cession des navires de commerce
 taxe de passage des reseaux de transport souterrain,Adrien ZELLER,instituant une taxe de servitude pour le passage des reseaux de transport souterrain
 taxe de sejour dans l'hotellerie francaise,Joseph KLIFA,tendant a modifier l'article L. 233-42-1 du code des communes concernant le prelevement d'une taxe de sejour dans l'hotellerie francaise
 taxe d'enlevement des ordures menageres,Gérard MIQUEL,  tendant a instituer un nouveau calcul pour la taxe d'enlevement des ordures menageres
 taxe d'habitation,Jean Louis MASSON,tendant a octroyer un abattement sur la taxe d'habitation aux personnes agees de plus de soixante-cinq ans et qui ont eleve au moins deux enfants
 taxe d'habitation et la taxe fonciere,Roland COURTEAU,  tendant a degrever les chomeurs de la taxe d'habitation et de la taxe fonciere
 taxe differentielle sur les vehicules a moteur,Claude BIRRAUX,tendant a faire beneficier les vehicules equipes d'un convertisseur catalytique d'une reduction des tarifs de la taxe differentielle sur les vehicules a moteur
 taxe differentielle sur les vehicules a moteur,Henriette MARTINEZ,"tendant a etendre l'exoneration du paiement de la taxe differentielle sur les vehicules a moteur, accordee aux bouchers et autres commercants de produits alimentaires perissables qui effectuent des tournees"
 taxe fonciere applicable aux edifices cultuels,Pierre-André WILTZER,relative au regime d'exoneration de la taxe fonciere sur les proprietes baties applicable aux edifices cultuels
 taxe interieure sur les produits petroliers,M. Édouard LEJEUNE,tendant a exonerer les transporteurs routiers du relevement de la taxe interieure sur les produits petroliers
 taxe interieure sur les produits petroliers,Alain FERRY,tendant a exonerer les transporteurs routiers du relevement de la taxe interieure sur les produits petroliers
 taxe locale sur les chiens,Pierre PASCALLON,visant a instituer une taxe locale sur les chiens
 taxe professionnelle,Gilbert BIESSY,instituant une exoneration de la taxe professionnelle pour certains commerces dans les quartiers urbains en difficulte
 taxe professionnelle,Patrick OLLIER,relative a l'exoneration de taxe professionnelle en faveur des entreprises dans les zones de revitalisation rurale
 taxe professionnelle contre la pollution,Gilbert MEYER,relative a l'exoneration de la taxe professionnelle des installations destinees a la lutte contre la pollution de l'eau et de l'atmosphere
 taxe professionnelle des centrales nucleaires,Georges BERCHET,tendant a repartir plus equitablement le produit de la taxe professionnelle payee localement par les centrales nucleaires productrices et generatrices de dechets a plus ou moins longue duree de radioactivite
 taxe professionnelle des entreprises armatoriales,Ambroise GUELLEC,relative a l'amenagement de la taxe professionnelle des entreprises armatoriales
 taxe sur l'achat de materiel informatique,Pierre PASQUINI,"tendant a la creation d'une taxe sur l'achat de machines, d'ordinateurs ou de materiel informatique entrainant la suppression de postes de travail"
 taxe sur les chiens,Joseph OSTERMANN,visant a permettre aux communes d'instituer une taxe sur les chiens
 taxe sur les emissions de dioxyde de carbone,,Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes  déposé par la Delegation de l'Assemblee nationale pour les Communautes europeennes sur la proposition de directive du Conseil instaurant une taxe sur les emissions de dioxyde de carbone et sur l'energie (no E-5
 taxe sur les emissions de dioxyde de carbone,"Robert PANDRAUD, François-Michel Gonnot",sur la proposition modifiee de directive du Conseil instaurant une taxe sur les emissions de dioxyde de carbone et sur l'energie COM (95) 172 final/no E-443
 taxe sur les produits provenant des PMA,Bernard MURAT,tendant a instituer une taxe a l'importation des produits en provenance des pays a faible niveau de protection sociale
 taxis et formation professionnelle,René CARPENTIER,  sur les conditions d'utilisation des fonds attribues aux entreprises de taxis pour la formation professionnelle
 Techniques de prévision et de prévention des risques naturels,,
 telecommunications,Yves COUSSAIN,"sur des propositions de directives et une proposition de decision communautaires relatives au cadre reglementaire des telecommunications (COM(95) 379/no E-467 et corrigendum no E-507, COM(95) 545/no E-535, COM(95) 543 final/no E-560, COM(95) 529 final/no E-542 et COM(95) 612 final/no E-573)"
 telecommunications,"Claude Gaillard, Gérard Larcher",de reglementation des telecommunications
 télécommunications en Europe,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur le nouveau cadre reglementaire des telecommunications en Europ"
 telephonie vocale,,"Rapport d'information déposé par la délégation de l'Assemblée nationale pour les communautés européennes "" déposé par la delegation de l'Assemblee nationale pour les communautes europeennes sur les projets communautaires d'ouverture des reseaux de telephonie vocale et de liberalisation des services de telecommunications : - proposition de directive du Conseil relative a l'application a la telephonie vocale des principes de la fourniture d'un reseau ouvert (ONP (no E-31); - communication au Conseil et au Parlement europeen sur la consultation sur l'examen de la situation dans le secteur des services de telecommunications (no E-81)"
 telephonie vocale,"Gérard VIGNOBLE, Gérard Vignoble",
 telephonie vocale,Paul QUILÈS,sur la proposition de directive du Parlement europeen et du Conseil relative a l'application a la telephonie vocale des principes de fourniture d'un reseau ouvert (ONP) (no E-406)
 temps de travail,Maxime GREMETZ,  reduisant le temps de travail
 temps de travail dans la fonction publique,"François Blaizot, Francis Delattre","relatif a l'organisation du temps de travail, aux recrutements et aux mutations dans la fonction publique"
 testament international,"Michel Terrot, Jacques Habert",autorisant la ratification de la convention portant loi uniforme sur la forme d'un testament international (ensemble une annexe) faite a Washington le 26 octobre 1973
 testament international,"Raoul Béteille, Michel Rufin","pris en application de la convention portant loi uniforme sur la forme d'un testament international, faite a Washington, le 26 octobre 1973, et designant les personnes habilitees a instrumenter en matiere de testaments internationaux"
 therapies genique et cellulaire,"Jean-Pierre FOURCADE, Claude Huriet",relative aux conditions de developpement des therapies genique et cellulaire
 thermalisme,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 146 du Reglement par la commission des finances sur la situation du thermalisme francai"
 titre de combattant volontaire de la Resistance,M. Édouard LEJEUNE,tendant a lever les forclusions qui concernent les conditions d'attribution du titre de combattant volontaire de la Resistance
 titres sans valeur dans l'assiette des plus-values,Yves NICOLIN,tendant a prendre en compte les titres declares nuls et sans valeur dans l'assiette des plus-values sur cessions de valeurs mobilieres
 tourisme dans les DOM-TOM,Philippe CHAULET,tendant au developpement du tourisme dans les departements d'outre-mer
 toxicomanie,Michel GHYSEL,"relative a la prevention, au soin et a la repression en matiere de toxicomanie"
 toxicomanie aux Pays-Bas,,"Rapport d'information déposé en application de l'article 146 du Règlement par la Commission des finances, de l'économie générale et du Plan  déposé en application de l'article 145 du Reglement par la commission des affaires culturelles sur la politique des Pays-Bas en matiere de toxicomani"
 tracabilite de la viande bovine,Jean-Marc PASTOR,  relative a la tracabilite de la viande bovine
 traçabilité des données d'origine animale et végétale,"Alain LE VERN, René Beaumont",  tendant a la creation d'une commission d'enquete sur les garanties assurees au consommateur aux divers stades de la production et de la commercialisation des denrees d'origine animale et vegetale
 Traités et conventions : trafic de stupéfiants en haute mer,"Projet de loi, Jean-Marie Girault, Rapport,  TA n° 4 , Marcel Roques, (Dossier en ligne sur le site du Sénat)",relatif au trafic de stupefiants en haute mer et portant adaptation de la legislation francaise aux dispositions de l'article 17 de la convention des Nations unies contre le trafic illicite des stupefiants et substances psychotropes faite a Vienne le 20 decembre 1988
" traite avec la Norvege, l'Autriche, la Suede et la Finlande","Jean-Bernard Raimond, Serge Vinçon","autorisant la ratification du traite entre le Royaume de Belgique, le Royaume de Danemark, la Republique federale d'Allemagne, la Republique hellenique, le Royaume d'Espagne, la Republique francaise, l'Irlande, la Republique italienne, le Grand Duche de Luxembourg, le Royaume des Pays-Bas, la Republique portugaise, le Royaume-Uni de Grande-Bretagne et d'Irlande-du-Nord (Etats membres de l'Union europeenne) et le Royaume de Norvege, la Republique d'Autriche, la Republique de Finlande, le Royaume de Suede, relatif a l'adhesion du Royaume de Norvege, de la Republique d'Autriche, de la Republique de Finlande et du Royaume de Suede a l'Union europeenne"
 traite d'amitie France-Estonie,Michel Crucis,"autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et la Republique d'Estonie"
 traite d'amitie France-Lituanie,,"autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et la Republique de Lituanie"
 Traités et conventions : traité de l'Atlantique Nord et des forces stationnées en RFA,"Projet de loi, Serge Vinçon, Rapport,  TA n° 11 , Claude-Gérard Marcus","autorisant la ratification de l'accord du 18 mars 1993 modifiant l'accord du 3 aout 1959 modifie par les accords du 21 octobre 1971 et du 18 mai 1981 completant la convention entre les Etats Parties au traite de l'Atlantique Nord sur le statut de leurs forces, en ce qui concerne les forces stationnees en Republique federale d'Allemagne"
 traite entre la France et la Moldavie,"Michel Crucis, Marc Laffineur","autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et la Republique de Moldova"
 Affaires étrangères : traité d'entente et de coopération avec l'Ukraine,"Projet de loi, Yves Guena, Rapport,  TA n° 28 , Michel Habig",autorisant la ratification du traite d'entente et de cooperation entre la Republique francaise et l'Ukraine
 traite France-Bulgarie,,"autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et la Republique de Bulgarie"
 traite France-Espagne-Andorre,"Jacques Golliet, Louise Moreau","autorisant la ratification du traite de bon voisinage, d'amitie et de cooperation entre la Republique francaise, le Royaume d'Espagne et la Principaute d'Andorre"
 traite France-Lettonie,"Michel Crucis, Georges Mesmin","autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et la Republique de Lettonie"
 traite France-Ouzbekistan,,autorisant la ratification du traite d'amitie et de cooperation entre la Republique francaise et la Republique d'Ouzbekistan
 Affaires étrangères : traité d'entente avec le Turkménistan,(Dossier en ligne sur le site du Sénat),"autorisant la ratification du traite d'entente, d'amitie et de cooperation entre la Republique francaise et le Turkmenistan"
 traite sur le regime Ciel ouvert,,"autorisant la ratification du traite sur le regime Ciel ouvert (ensemble douze annexes), signe a Helsinki le 24 mars 1992"
 traitement des difficultes des entreprises,Jacques BARROT,visant a reformer la loi no 84-148 du 1er mars 1984 relative a la prevention et au reglement amiable des difficultes des entreprises
 transfert aux departements de services de l'Equipement,Pierre-Rémy HOUSSIN,relative au transfert aux departements d'une partie des services deconcentres du Ministere de l'equipement
 transfert aux departements des services de l'Equipement,Martial TAUGOURDEAU,relative au transfert aux departements d'une partie des services deconcentres du ministere de l'Equipement
 transferts de competences de l'Etat aux regions,Adrien ZELLER,  tendant a permettre le transfert a titre experimental et volontaire de la mise en oeuvre de certaines competences actuellement detenues par l'Etat aux regions et aux departements par voie de conventions pluriannuelles
 transferts de composants nucleaires,"Robert PANDRAUD, Pierre Lellouche","sur la proposition de decision du Conseil approuvant la conclusion, par la Commission, d'un echange de notes entre la Communaute europeenne de l'energie atomique (EURATOM) et le gouvernement des Etats-Unis d'Amerique concernant les transferts de composants nucleaires (SEC (95) 2275 final/no E-593)"
 transferts de licences de debits de boissons,Gilbert BIESSY,  relative aux transferts de licences entre debits de boissons pour raisons d'animation locale
 transformation des Districts Urbains,Jean BERNADAUX,tendant a faciliter la transformation des Districts Urbains en Communautes Urbaines
 transformation des districts urbains,"André ROSSINOT, Daniel Picotin, Jean-Paul Delevoye",tendant a faciliter la transformation des districts urbains en communautes urbaines
 transfusion sanguine,Pierre PASCALLON,etendant a tous les receveurs de transfusion sanguine la competence du fonds d'indemnisation cree par la loi no 91-1406 du 31 decembre 1991
 transmission au Parlement des avis du Conseil d'Etat,Françoise SELIGMANN,tendant a permettre la transmission au Parlement des avis donnes par le Conseil d'Etat sur les projets de loi et sur les ordonnances
 transmission d'entreprises,Georges GRUILLOT,relative a la transmission d'entreprises et a l'emploi
 transmission d'entreprises,Charles MILLON,  tendant a faciliter la transmission d'entreprises
 transmission des entreprises artisanales,Pierre PASCALLON,tendant a modifier la fiscalite en matiere de transmission des entreprises artisanales et PME-PMI en vue de preserver l'emploi
 transmission du nom,Gilbert BARBIER,relative a la transmission du nom tendant a completer les articles 75 et 76 du code civil et a instaurer l'egalite des epoux dans leur choix du nom des enfants issus du mariage
 transmission du nom patronymique,Jean Louis MASSON,relative a la transmission du nom patronymique et permettant de choisir pour les enfants le nom du pere ou celui de la mere
 transmission precoce des petites entreprises,André GENTIEN,favorisant la transmission precoce et dynamique des entreprises petites et moyennes
 transmissions d'entreprises,Pierre PASCALLON,visant a modifier la fiscalite en matiere de transmission d'entreprise en vue de preserver l'emploi
 transparence de la vie publique,Claude ESTIER,  relative a la transparence de la vie publique
 transparence de la vie publique,Claude ESTIER,  relative a la transparence de la vie publique
 transparence de la vie publique,Martin MALVY,relative a la transparence de la vie publique
 transparence de la vie publique,Martin MALVY,relative a la transparence de la vie publique
 transparence des prix de gaz et d'electricite,"Jacques Vernier, Henri Revol",portant transposition de la directive du conseil no 90/377/CEE du 29 juin 1990 instaurant une procedure communautaire assurant la transparence des prix au consommateur final industriel de gaz et d'electricite
 transparence du patrimoine des parlementaires,Hélène LUC,  tendant a assurer la transparence du patrimoine et des revenus des parlementaires
 transparence du patrimoine des parlementaires,Jean-Claude LEFORT,  tendant a assurer la transparence du patrimoine et des revenus des parlementaires
 transparence financiere de la vie politique,"Alain Barrès, Christian Bonnet","modifiant la loi no 88-227 du 11 mars 1988 modifiee, relatif a la Commission pour la transparence financiere de la vie politique"
 transparence fiscale des societes immobilieres,Patrick BALKANY,modifiant l'article 1655 ter du Code general des impots relatif a la transparence fiscale des societes immobilieres
 transport aerien,Robert PANDRAUD,sur la communication de la Commission au Conseil sur les relations avec les pays tiers dans le domaine du transport aerien (COM (92) 434 final/no E-51)
 transport aerien militaire de complement,Hubert HAENEL,relative au transport aerien militaire de complement
 transport du public par voie fluviale a Paris,André SANTINI,instaurant le transport du public par voie fluviale a Paris
 transport ferroviaire,,"Rapport d'information   déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne, sur la politique europeenne de liberalisation du transport ferroviair"
 transport ferroviaire au Royaume-Uni et en Italie,,Rapport d'information déposé en application de l'article 29 du Règlement au nom des délégués de l'Assemblée nationale à l'Assemblée parlementaire de l'Organisation sur la Sécurité et la Coopération en Europe (O.S.C.E.)  déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur le Livre blanc de la Commission europeenne relatif au transport ferroviaire et sur les reformes des chemins de fer au Royaume-Uni et en Itali
 transport sanitaire heliporte d'urgence des hopitaux,Jean-Marie GEVEAUX,tendant a soumettre le transport sanitaire heliporte d'urgence des hopitaux au meme regime de responsabilite que celui applicable aux aeronefs d'Etat
 transports,"Projet de loi, Jean-François Le Grand, Jacques Rocca Serra, Rapport, Charles Fèvre",relatif aux transports
 transports,,"relatif a l'enseignement, la formation et la securite dans les transports"
 transports en commun d'enfants,Jacques BIMBENET,relative aux transports en commun d'enfants
 transports ferroviaires et l'Europe,,Rapport d'information   déposé par la Delegation de l'Assemblee nationale pour l'Union europeenne sur les transports ferroviaires et l'Europ
 transports militaires de complement,Hubert HAENEL,sur les transports militaires de complement
 travail a temps partiel des parents,Alain MOYNE-BRESSAND,visant a favoriser le travail a temps partiel des parents de jeunes enfants
 travail clandestin,Claude GAILLARD,tendant a lutter contre la publication de petites annonces d'offre de service tendant a favoriser le travail clandestin
 travail de nuit des femmes,Marie-Claude BEAUDEAU,  relative a l'interdiction du travail de nuit pour les femmes
 travail de nuit des jeunes,Francisque PERRUT,visant a assouplir les mesures de limitation du travail de nuit pour les jeunes ages de moins de 18 ans sous contrat d'apprentissage dans le secteur de l'hotellerie et de la restauration
 travail des enfants,Jean-Pierre CHEVÈNEMENT,relative au travail et a l'exploitation abusive des enfants
 travail des enfants,Muguette JACQUAINT,  relative a l'exploitation de la main d'oeuvre enfantine
" travail, emploi et  formation","Denis Jacquat, Louis Souvet, Jean Madelain","quinquennale relatif au travail, a l'emploi et a la formation professionnelle"
 travail et exploitation des enfants,Paul LORIDANT,relative au travail et a l'exploitation abusive des enfants
 travail les jours feries,Maxime GREMETZ,  relative aux conditions d'exercice des activites industrielles et commerciales le jour de la fete nationale
 travailleurs frontaliers,,Rapport d'information déposé en application de l'article 145 du Règlement par la Mission d'information commune sur l'ensemble des problèmes poses par le développement de l'épidémie d'encéphalite spongiforme bovine en conclusion des travaux de la mission d'information  déposé en application de l'article 145 du Reglement par la commission des affaires culturelles sur les travailleurs frontalier
 travaux de la Veme session de l'OSCE,,Rapport d'information déposé en application de l'article 29 du Règlement au nom des délégués de l'Assemblée nationale à l'Assemblée parlementaire de l'Organisation sur la Sécurité et la Coopération en Europe (O.S.C.E.)  fait en application de l'article 29 du Reglement au nom des delegues de l'Assemblee nationale a l'Assemblee parlementaire de l'Organisation pour la Securite et la Cooperation en Europe (O.S.C.E.) sur les travaux de la Veme session annuelle de cette Assemblee (Stockholm - 5-9 juillet 1996
 tribunal international relatif a l'ex-Yougoslavie,"Jacques Berard, Daniel Picotin",portant adaptation de la legislation francaise aux dispositions de la resolution 827 du Conseil de securite des Nations Unies instituant un tribunal international en vue de juger les personnes presumees responsables de violations graves du droit international humanitaire commises sur le territoire de l'ex-Yougoslavie depuis 1991
 tribunal international relatif au Rwanda,"Robert Badinter, Daniel Picotin","portant adaptation de la legislation francaise aux dispositions de la resolution 955 du Conseil de securite des Nations unies instituant un tribunal international en vue de juger les personnes presumees responsables d'actes de genocide ou d'autres violations graves du droit international humanitaire commis en 1994 sur le territoire du Rwanda et, s'agissant des citoyens rwandais, sur le territoire d'Etats voisins"
 tribunaux de commerce,Jean-Marc CHARTOIRE,modifiant l'organisation des tribunaux de commerce
 troisieme phase de l'Union economique et monetaire,Paul LORIDANT,tendant a soumettre le passage de la France a la troisieme phase de l'Union economique et monetaire a un vote du Parlement francais
 troisieme phase de l'Union economique et monetaire,Maurice SCHUMANN,tendant a completer le domaine de la loi afin de soumettre le passage de la France a la troisieme phase de l'Union economique et monetaire a une autorisation legislative
 troisieme phase de l'Union economique et monetaire,Jean-Pierre CHEVÈNEMENT,tendant a soumettre le passage de la France a la troisieme phase de l'Union economique et monetaire a un vote du Parlement francais
 troisieme protocole sur le commerce des services,Roland Blum,autorisant l'approbation du troisieme protocole en date du 6 octobre 1995 annexe a l'accord general sur le commerce des services (ensemble les listes d'engagements dont la traduction est annexee a la presente loi)
 TVA,Bernard SERROU,"visant a abaisser le taux de la taxe sur la valeur ajoutee sur les produits horticoles de 18,5% a 5%"
 TVA applicable aux achats de transports neufs,Alain GEST,ameliorant l'efficacite des dispositions applicables aux achats intracommunautaires de moyens de transport neuf en matiere de TVA
 TVA applicable aux transports de personnes,"Philippe AUBERGER, Philippe Auberger",relative a la proposition de directive du Conseil modifiant la directive 77/388 (CEE) en ce qui concerne le regime de taxe sur la valeur ajoutee applicable aux transports de personnes (no E-41)
 TVA des operations de traitement des ordures menageres,Michel MEYLAN,tendant a assujettir au taux reduit de TVA des operations de traitement des ordures menageres effectuees dans le cadre de la gestion du service public local pour le compte des collectivites locales
 TVA des produits de chocolaterie,François GUILLAUME,appliquant progressivement sur cinq ans le taux reduit de TVA a l'ensemble des produits de chocolaterie
 TVA et les ordures menageres,Pierre PASCALLON,visant a creer un taux reduit de TVA pour les prestations de collecte et de traitement des ordures menageres effectuees dans le cadre de la concession
